transaction_id,customer_key,product_key,date_key,quantity,price_per_unit,total_amount
490,323,2,627,3,50,150
490,323,2,282,3,50,150
491,311,1,515,3,300,900
491,311,1,170,3,300,900
492,858,3,450,4,25,100
492,858,3,105,4,25,100
493,353,3,587,2,25,50
493,353,3,242,2,25,50
494,341,3,439,4,50,200
494,341,3,94,4,50,200
495,163,3,584,2,30,60
495,163,3,239,2,30,60
496,276,2,549,2,300,600
496,276,2,204,2,300,600
497,527,2,594,4,30,120
497,527,2,249,4,30,120
498,321,2,351,4,25,100
498,321,2,6,4,25,100
499,794,3,628,2,30,60
499,794,3,283,2,30,60
500,929,3,384,4,25,100
500,929,3,39,4,25,100
501,132,1,402,2,30,60
501,132,1,57,2,30,60
502,820,1,525,3,50,150
502,820,1,180,3,50,150
503,304,3,597,4,500,2000
503,304,3,252,4,500,2000
504,193,3,500,3,50,150
504,193,3,155,3,50,150
505,840,3,466,1,50,50
505,840,3,121,1,50,50
506,725,3,505,3,500,1500
506,725,3,160,3,500,1500
507,695,1,519,3,500,1500
507,695,1,174,3,500,1500
508,736,3,471,2,300,600
508,736,3,126,2,300,600
509,965,1,508,3,300,900
509,965,1,163,3,300,900
510,183,3,482,4,50,200
510,183,3,137,4,50,200
511,350,3,513,2,50,100
511,350,3,168,2,50,100
512,456,3,393,1,25,25
512,456,3,48,1,25,25
513,517,1,617,4,25,100
513,517,1,272,4,25,100
514,942,1,384,1,300,300
514,942,1,39,1,300,300
515,512,2,689,3,300,900
515,512,2,344,3,300,900
516,194,3,611,4,25,100
516,194,3,266,4,25,100
517,586,2,434,4,25,100
517,586,2,89,4,25,100
518,880,2,625,1,30,30
518,880,2,280,1,30,30
519,48,1,514,4,30,120
519,48,1,169,4,30,120
520,949,1,364,4,25,100
520,949,1,19,4,25,100
521,855,2,513,4,30,120
521,855,2,168,4,30,120
522,34,3,462,3,500,1500
522,34,3,117,3,500,1500
523,468,1,657,1,300,300
523,468,1,312,1,300,300
524,449,3,643,4,300,1200
524,449,3,298,4,300,1200
525,959,3,574,2,25,50
525,959,3,229,2,25,50
526,404,2,498,2,50,100
526,404,2,153,2,50,100
527,822,2,624,2,25,50
527,822,2,279,2,25,50
528,557,2,546,2,30,60
528,557,2,201,2,30,60
529,32,2,447,3,50,150
529,32,2,102,3,50,150
530,878,1,627,4,30,120
530,878,1,282,4,30,120
531,954,1,378,1,500,500
531,954,1,33,1,500,500
532,3,2,351,4,30,120
532,3,2,6,4,30,120
533,337,1,653,3,500,1500
533,337,1,308,3,500,1500
534,88,2,482,2,500,1000
534,88,2,137,2,500,1000
535,761,3,573,3,30,90
535,761,3,228,3,30,90
536,201,3,377,4,30,120
536,201,3,32,4,30,120
537,556,3,433,1,500,500
537,556,3,88,1,500,500
538,578,2,614,3,50,150
538,578,2,269,3,50,150
539,95,3,576,1,500,500
539,95,3,231,1,500,500
540,555,1,493,3,300,900
540,555,1,148,3,300,900
541,373,3,489,1,500,500
541,373,3,144,1,500,500
542,2,3,607,1,50,50
542,2,3,262,1,50,50
543,52,3,370,2,300,600
543,52,3,25,2,300,600
544,783,1,347,1,25,25
544,783,1,2,1,25,25
545,479,2,436,2,25,50
545,479,2,91,2,25,50
546,177,1,644,4,50,200
546,177,1,299,4,50,200
547,69,2,465,4,500,2000
547,69,2,120,4,500,2000
548,349,2,571,2,30,60
548,349,2,226,2,30,60
549,816,3,372,2,50,100
549,816,3,27,2,50,100
550,426,2,378,3,300,900
550,426,2,33,3,300,900
551,143,1,511,3,300,900
551,143,1,166,3,300,900
552,803,1,658,3,25,75
552,803,1,313,3,25,75
553,278,2,349,4,300,1200
553,278,2,4,4,300,1200
554,217,3,637,3,50,150
554,217,3,292,3,50,150
555,507,3,655,1,300,300
555,507,3,310,1,300,300
556,302,1,583,1,50,50
556,302,1,238,1,50,50
557,316,3,640,3,30,90
557,316,3,295,3,30,90
558,361,2,673,1,25,25
558,361,2,328,1,25,25
559,78,2,462,4,300,1200
559,78,2,117,4,300,1200
560,780,1,687,1,50,50
560,780,1,342,1,50,50
561,162,2,552,4,500,2000
561,162,2,207,4,500,2000
562,203,1,474,2,25,50
562,203,1,129,2,25,50
563,524,2,447,2,30,60
563,524,2,102,2,30,60
564,957,1,661,2,50,100
564,957,1,316,2,50,100
565,396,3,393,2,30,60
565,396,3,48,2,30,60
566,437,2,632,1,30,30
566,437,2,287,1,30,30
567,904,2,662,3,300,900
567,904,2,317,3,300,900
568,717,1,664,1,300,300
568,717,1,319,1,300,300
569,137,1,473,4,50,200
569,137,1,128,4,50,200
570,478,2,473,1,500,500
570,478,2,128,1,500,500
571,27,1,638,1,50,50
571,27,1,293,1,50,50
572,408,2,383,4,500,2000
572,408,2,38,4,500,2000
573,233,3,617,2,30,60
573,233,3,272,2,30,60
574,615,1,568,2,25,50
574,615,1,223,2,25,50
575,740,2,363,2,50,100
575,740,2,18,2,50,100
576,169,3,352,3,50,150
576,169,3,7,3,50,150
577,860,3,456,4,500,2000
577,860,3,111,4,500,2000
578,650,2,494,4,30,120
578,650,2,149,4,30,120
579,485,1,533,1,30,30
579,485,1,188,1,30,30
580,610,2,573,3,500,1500
580,610,2,228,3,500,1500
581,6,3,415,2,30,60
581,6,3,70,2,30,60
582,138,2,382,3,300,900
582,138,2,37,3,300,900
583,57,1,407,4,25,100
583,57,1,62,4,25,100
584,370,3,621,4,50,200
584,370,3,276,4,50,200
585,417,2,667,1,25,25
585,417,2,322,1,25,25
586,778,1,387,1,50,50
586,778,1,42,1,50,50
587,20,3,576,4,300,1200
587,20,3,231,4,300,1200
588,751,1,388,2,30,60
588,751,1,43,2,30,60
589,624,3,396,2,500,1000
589,624,3,51,2,500,1000
590,635,2,581,3,300,900
590,635,2,236,3,300,900
591,327,1,406,4,25,100
591,327,1,61,4,25,100
592,165,3,674,4,500,2000
592,165,3,329,4,500,2000
593,458,1,679,2,30,60
593,458,1,334,2,30,60
594,457,1,534,2,300,600
594,457,1,189,2,300,600
595,293,2,479,4,500,2000
595,293,2,134,4,500,2000
596,110,1,451,1,300,300
596,110,1,106,1,300,300
597,976,3,413,4,300,1200
597,976,3,68,4,300,1200
598,208,3,390,4,30,120
598,208,3,45,4,30,120
599,265,3,356,2,50,100
599,265,3,11,2,50,100
600,541,3,680,2,500,1000
600,541,3,335,2,500,1000
601,44,2,483,1,30,30
601,44,2,138,1,30,30
602,775,1,347,1,300,300
602,775,1,2,1,300,300
603,74,2,553,3,30,90
603,74,2,208,3,30,90
604,266,1,360,4,50,200
604,266,1,15,4,50,200
605,710,1,584,2,500,1000
605,710,1,239,2,500,1000
606,308,1,408,1,50,50
606,308,1,63,1,50,50
607,912,2,581,3,25,75
607,912,2,236,3,25,75
608,770,1,632,3,500,1500
608,770,1,287,3,500,1500
609,460,2,403,2,50,100
609,460,2,58,2,50,100
610,913,3,350,2,300,600
610,913,3,5,2,300,600
611,79,3,365,3,500,1500
611,79,3,20,3,500,1500
612,581,1,357,1,500,500
612,581,1,12,1,500,500
613,802,2,530,3,30,90
613,802,2,185,3,30,90
614,196,3,481,4,300,1200
614,196,3,136,4,300,1200
615,482,2,347,4,25,100
615,482,2,2,4,25,100
616,38,2,541,2,50,100
616,38,2,196,2,50,100
617,900,1,478,1,30,30
617,900,1,133,1,30,30
618,108,3,358,1,50,50
618,108,3,13,1,50,50
619,764,1,569,4,25,100
619,764,1,224,4,25,100
620,805,1,589,3,25,75
620,805,1,244,3,25,75
621,386,3,560,2,500,1000
621,386,3,215,2,500,1000
622,669,3,413,3,25,75
622,669,3,68,3,25,75
623,113,2,567,3,50,150
623,113,2,222,3,50,150
624,996,3,478,3,300,900
624,996,3,133,3,300,900
625,387,2,493,1,300,300
625,387,2,148,1,300,300
626,198,2,590,4,500,2000
626,198,2,245,4,500,2000
627,403,2,600,1,50,50
627,403,2,255,1,50,50
628,985,3,516,4,50,200
628,985,3,171,4,50,200
629,267,1,459,2,25,50
629,267,1,114,2,25,50
630,141,2,473,2,50,100
630,141,2,128,2,50,100
631,537,1,496,3,30,90
631,537,1,151,3,30,90
632,178,1,672,4,25,100
632,178,1,327,4,25,100
633,539,3,476,4,30,120
633,539,3,131,4,30,120
634,800,1,673,4,500,2000
634,800,1,328,4,500,2000
635,135,1,414,3,300,900
635,135,1,69,3,300,900
636,384,3,504,3,500,1500
636,384,3,159,3,500,1500
637,488,2,534,2,300,600
637,488,2,189,2,300,600
638,307,1,677,1,500,500
638,307,1,332,1,500,500
639,94,3,405,4,50,200
639,94,3,60,4,50,200
640,779,1,428,4,30,120
640,779,1,83,4,30,120
641,579,1,421,1,300,300
641,579,1,76,1,300,300
642,666,2,618,4,25,100
642,666,2,273,4,25,100
643,496,1,657,3,30,90
643,496,1,312,3,30,90
644,630,3,404,3,25,75
644,630,3,59,3,25,75
645,862,1,668,4,30,120
645,862,1,323,4,30,120
646,762,2,634,3,30,90
646,762,2,289,3,30,90
647,999,2,682,3,500,1500
647,999,2,337,3,500,1500
648,119,3,559,4,300,1200
648,119,3,214,4,300,1200
649,515,2,684,2,300,600
649,515,2,339,2,300,600
650,838,1,683,1,30,30
650,838,1,338,1,30,30
651,918,2,552,3,50,150
651,918,2,207,3,50,150
652,974,3,667,2,50,100
652,974,3,322,2,50,100
653,476,2,497,3,25,75
653,476,2,152,3,25,75
654,175,2,407,3,25,75
654,175,2,62,3,25,75
655,691,2,346,1,500,500
655,691,2,1,1,500,500
656,419,3,520,3,30,90
656,419,3,175,3,30,90
657,971,2,401,1,25,25
657,971,2,56,1,25,25
658,446,2,375,1,25,25
658,446,2,30,1,25,25
659,872,1,659,1,30,30
659,872,1,314,1,30,30
660,994,3,651,2,500,1000
660,994,3,306,2,500,1000
661,425,2,553,4,25,100
661,425,2,208,4,25,100
662,365,3,603,2,500,1000
662,365,3,258,2,500,1000
663,471,2,470,4,300,1200
663,471,2,125,4,300,1200
664,87,2,435,4,500,2000
664,87,2,90,4,500,2000
665,727,2,383,1,50,50
665,727,2,38,1,50,50
666,609,1,391,3,50,150
666,609,1,46,3,50,150
667,906,1,390,1,500,500
667,906,1,45,1,500,500
668,142,1,458,3,50,150
668,142,1,113,3,50,150
669,833,3,351,4,300,1200
669,833,3,6,4,300,1200
670,975,3,593,1,30,30
670,975,3,248,1,30,30
671,564,1,664,3,50,150
671,564,1,319,3,50,150
672,104,3,390,2,50,100
672,104,3,45,2,50,100
673,493,2,547,3,500,1500
673,493,2,202,3,500,1500
674,814,2,512,1,300,300
674,814,2,167,1,300,300
675,562,2,372,2,30,60
675,562,2,27,2,30,60
676,398,1,485,3,500,1500
676,398,1,140,3,500,1500
677,100,3,676,3,500,1500
677,100,3,331,3,500,1500
678,474,1,347,3,300,900
678,474,1,2,3,300,900
679,750,3,556,3,30,90
679,750,3,211,3,30,90
680,4,2,680,3,300,900
680,4,2,335,3,300,900
681,154,1,511,2,30,60
681,154,1,166,2,30,60
682,744,3,596,4,300,1200
682,744,3,251,4,300,1200
683,50,3,422,2,500,1000
683,50,3,77,2,500,1000
684,969,2,577,2,500,1000
684,969,2,232,2,500,1000
685,982,1,671,2,25,50
685,982,1,326,2,25,50
686,532,1,485,4,50,200
686,532,1,140,4,50,200
687,547,1,592,1,300,300
687,547,1,247,1,300,300
688,936,2,643,4,25,100
688,936,2,298,4,25,100
689,569,1,442,2,50,100
689,569,1,97,2,50,100
690,932,2,464,3,300,900
690,932,2,119,3,300,900
691,248,2,530,3,30,90
691,248,2,185,3,30,90
692,16,2,386,2,50,100
692,16,2,41,2,50,100
693,526,3,530,3,500,1500
693,526,3,185,3,500,1500
694,898,1,497,2,25,50
694,898,1,152,2,25,50
695,506,1,513,3,50,150
695,506,1,168,3,50,150
696,621,2,404,4,50,200
696,621,2,59,4,50,200
697,861,2,628,1,500,500
697,861,2,283,1,500,500
698,516,1,485,1,300,300
698,516,1,140,1,300,300
699,67,2,424,4,30,120
699,67,2,79,4,30,120
700,369,1,648,4,500,2000
700,369,1,303,4,500,2000
701,602,3,549,2,30,60
701,602,3,204,2,30,60
702,648,2,640,2,300,600
702,648,2,295,2,300,600
703,755,1,540,2,50,100
703,755,1,195,2,50,100
704,189,2,480,3,30,90
704,189,2,135,3,30,90
705,953,1,465,2,25,50
705,953,1,120,2,25,50
706,230,1,595,4,25,100
706,230,1,250,4,25,100
707,459,2,608,1,500,500
707,459,2,263,1,500,500
708,707,3,641,3,300,900
708,707,3,296,3,300,900
709,836,1,445,2,500,1000
709,836,1,100,2,500,1000
710,418,1,376,3,500,1500
710,418,1,31,3,500,1500
711,772,1,629,3,500,1500
711,772,1,284,3,500,1500
712,960,3,573,2,25,50
712,960,3,228,2,25,50
713,766,3,641,3,25,75
713,766,3,296,3,25,75
714,195,2,502,1,500,500
714,195,2,157,1,500,500
715,612,3,472,4,25,100
715,612,3,127,4,25,100
716,428,2,441,4,300,1200
716,428,2,96,4,300,1200
717,313,2,650,1,500,500
717,313,2,305,1,500,500
718,42,3,452,3,25,75
718,42,3,107,3,25,75
719,704,2,586,2,30,60
719,704,2,241,2,30,60
720,626,3,358,3,500,1500
720,626,3,13,3,500,1500
721,600,2,402,1,500,500
721,600,2,57,1,500,500
722,192,3,511,3,300,900
722,192,3,166,3,300,900
723,701,3,607,4,50,200
723,701,3,262,4,50,200
724,680,2,368,3,50,150
724,680,2,23,3,50,150
725,921,1,538,1,300,300
725,921,1,193,1,300,300
726,758,2,607,4,300,1200
726,758,2,262,4,300,1200
727,673,3,424,3,300,900
727,673,3,79,3,300,900
728,649,1,511,3,50,150
728,649,1,166,3,50,150
729,788,2,515,4,300,1200
729,788,2,170,4,300,1200
730,735,2,372,2,25,50
730,735,2,27,2,25,50
731,995,2,394,4,500,2000
731,995,2,49,4,500,2000
732,623,1,401,2,500,1000
732,623,1,56,2,500,1000
733,847,3,635,1,30,30
733,847,3,290,1,30,30
734,510,2,663,1,30,30
734,510,2,318,1,30,30
735,792,2,520,4,500,2000
735,792,2,175,4,500,2000
736,207,2,453,4,25,100
736,207,2,108,4,25,100
737,39,2,450,1,50,50
737,39,2,105,1,50,50
738,111,2,588,2,50,100
738,111,2,243,2,50,100
739,164,3,606,1,25,25
739,164,3,261,1,25,25
740,737,3,627,4,50,200
740,737,3,282,4,50,200
741,263,2,438,1,300,300
741,263,2,93,1,300,300
742,469,1,690,4,500,2000
742,469,1,345,4,500,2000
743,749,3,359,4,500,2000
743,749,3,14,4,500,2000
744,109,1,428,1,25,25
744,109,1,83,1,25,25
745,986,3,517,2,50,100
745,986,3,172,2,50,100
746,401,2,556,3,30,90
746,401,2,211,3,30,90
747,41,3,595,1,30,30
747,41,3,250,1,30,30
748,147,2,470,3,50,150
748,147,2,125,3,50,150
749,260,3,634,1,30,30
749,260,3,289,1,30,30
750,882,2,528,3,25,75
750,882,2,183,3,25,75
751,489,2,568,2,25,50
751,489,2,223,2,25,50
752,640,2,648,2,50,100
752,640,2,303,2,50,100
753,513,2,555,1,30,30
753,513,2,210,1,30,30
754,174,1,629,4,25,100
754,174,1,284,4,25,100
755,731,2,562,3,25,75
755,731,2,217,3,25,75
756,897,1,664,4,300,1200
756,897,1,319,4,300,1200
757,832,1,545,4,300,1200
757,832,1,200,4,300,1200
758,592,2,385,4,25,100
758,592,2,40,4,25,100
759,703,1,669,2,50,100
759,703,1,324,2,50,100
760,24,3,686,1,500,500
760,24,3,341,1,500,500
761,907,2,393,1,500,500
761,907,2,48,1,500,500
762,184,1,393,2,25,50
762,184,1,48,2,25,50
763,8,2,555,2,25,50
763,8,2,210,2,25,50
764,435,2,575,1,25,25
764,435,2,230,1,25,25
765,314,2,557,4,50,200
765,314,2,212,4,50,200
766,344,1,505,3,300,900
766,344,1,160,3,300,900
767,360,3,661,3,25,75
767,360,3,316,3,25,75
768,363,3,641,3,25,75
768,363,3,296,3,25,75
769,114,1,557,4,30,120
769,114,1,212,4,30,120
770,926,2,680,1,50,50
770,926,2,335,1,50,50
771,910,1,658,2,25,50
771,910,1,313,2,25,50
772,708,1,392,1,30,30
772,708,1,47,1,30,30
773,685,1,507,4,500,2000
773,685,1,162,4,500,2000
774,5,2,396,2,25,50
774,5,2,51,2,25,50
775,712,1,353,4,25,100
775,712,1,8,4,25,100
776,264,2,376,3,30,90
776,264,2,31,3,30,90
777,481,1,416,3,50,150
777,481,1,71,3,50,150
778,546,3,566,4,25,100
778,546,3,221,4,25,100
779,214,1,408,2,500,1000
779,214,1,63,2,500,1000
780,289,1,548,2,25,50
780,289,1,203,2,25,50
781,254,3,347,1,500,500
781,254,3,2,1,500,500
782,591,2,583,3,300,900
782,591,2,238,3,300,900
783,64,2,499,1,300,300
783,64,2,154,1,300,300
784,611,1,646,1,500,500
784,611,1,301,1,500,500
785,424,3,675,4,50,200
785,424,3,330,4,50,200
786,97,2,535,4,25,100
786,97,2,190,4,25,100
787,577,1,610,1,25,25
787,577,1,265,1,25,25
788,787,3,475,3,300,900
788,787,3,130,3,300,900
789,917,2,460,4,500,2000
789,917,2,115,4,500,2000
790,568,2,441,1,25,25
790,568,2,96,1,25,25
791,45,3,522,1,25,25
791,45,3,177,1,25,25
792,646,3,443,1,50,50
792,646,3,98,1,50,50
793,776,3,627,1,30,30
793,776,3,282,1,30,30
794,827,3,614,1,300,300
794,827,3,269,1,300,300
795,240,1,437,1,300,300
795,240,1,92,1,300,300
796,665,3,361,4,30,120
796,665,3,16,4,30,120
797,131,2,411,3,25,75
797,131,2,66,3,25,75
798,903,2,372,1,50,50
798,903,2,27,1,50,50
799,769,1,354,2,50,100
799,769,1,9,2,50,100
800,315,2,365,4,300,1200
800,315,2,20,4,300,1200
801,853,2,477,4,50,200
801,853,2,132,4,50,200
802,845,3,486,1,30,30
802,845,3,141,1,30,30
803,156,2,509,4,25,100
803,156,2,164,4,25,100
804,529,1,613,1,30,30
804,529,1,268,1,30,30
805,242,3,364,3,500,1500
805,242,3,19,3,500,1500
806,378,3,470,3,300,900
806,378,3,125,3,300,900
807,236,1,471,4,50,200
807,236,1,126,4,50,200
808,253,3,481,4,500,2000
808,253,3,136,4,500,2000
809,724,3,523,2,50,100
809,724,3,178,2,50,100
810,343,1,438,4,25,100
810,343,1,93,4,25,100
811,542,3,529,2,25,50
811,542,3,184,2,25,50
812,922,1,637,3,25,75
812,922,1,292,3,25,75
813,223,1,643,3,50,150
813,223,1,298,3,50,150
814,127,2,490,1,500,500
814,127,2,145,1,500,500
815,824,2,664,3,25,75
815,824,2,319,3,25,75
816,765,3,513,2,500,1000
816,765,3,168,2,500,1000
817,895,3,376,4,50,200
817,895,3,31,4,50,200
818,935,1,685,1,500,500
818,935,1,340,1,500,500
819,962,3,348,2,50,100
819,962,3,3,2,50,100
820,754,1,679,4,50,200
820,754,1,334,4,50,200
821,583,1,542,1,300,300
821,583,1,197,1,300,300
822,887,3,515,3,50,150
822,887,3,170,3,50,150
823,412,1,677,2,50,100
823,412,1,332,2,50,100
824,914,2,408,4,30,120
824,914,2,63,4,30,120
825,905,3,478,1,25,25
825,905,3,133,1,25,25
826,771,2,655,1,300,300
826,771,2,310,1,300,300
827,530,3,479,3,300,900
827,530,3,134,3,300,900
828,270,1,648,4,300,1200
828,270,1,303,4,300,1200
829,767,3,511,3,30,90
829,767,3,166,3,30,90
830,191,2,424,3,50,150
830,191,2,79,3,50,150
831,245,1,628,4,25,100
831,245,1,283,4,25,100
832,829,3,360,4,500,2000
832,829,3,15,4,500,2000
833,392,3,620,4,50,200
833,392,3,275,4,50,200
834,146,3,586,2,30,60
834,146,3,241,2,30,60
835,797,2,386,4,50,200
835,797,2,41,4,50,200
836,395,2,368,1,50,50
836,395,2,23,1,50,50
837,93,3,488,3,30,90
837,93,3,143,3,30,90
838,718,1,405,2,300,600
838,718,1,60,2,300,600
839,465,1,361,4,300,1200
839,465,1,16,4,300,1200
840,585,2,468,2,25,50
840,585,2,123,2,25,50
841,928,1,519,4,25,100
841,928,1,174,4,25,100
842,490,2,463,2,300,600
842,490,2,118,2,300,600
843,873,3,618,3,500,1500
843,873,3,273,3,500,1500
844,993,2,591,3,50,150
844,993,2,246,3,50,150
845,973,2,670,1,500,500
845,973,2,325,1,500,500
846,534,3,446,1,50,50
846,534,3,101,1,50,50
847,200,1,434,4,300,1200
847,200,1,89,4,300,1200
848,629,2,456,3,25,75
848,629,2,111,3,25,75
849,442,2,395,2,25,50
849,442,2,50,2,25,50
850,161,3,458,2,500,1000
850,161,3,113,2,500,1000
851,66,1,354,2,25,50
851,66,1,9,2,25,50
852,519,2,591,1,300,300
852,519,2,246,1,300,300
853,511,3,395,2,500,1000
853,511,3,50,2,500,1000
854,839,2,416,1,50,50
854,839,2,71,1,50,50
855,36,3,534,1,25,25
855,36,3,189,1,25,25
856,406,1,467,4,30,120
856,406,1,122,4,30,120
857,206,1,631,2,25,50
857,206,1,286,2,25,50
858,991,1,371,2,50,100
858,991,1,26,2,50,100
859,385,1,503,3,500,1500
859,385,1,158,3,500,1500
860,251,2,420,4,50,200
860,251,2,75,4,50,200
861,271,2,621,3,30,90
861,271,2,276,3,30,90
862,239,1,418,4,300,1200
862,239,1,73,4,300,1200
863,367,1,366,2,25,50
863,367,1,21,2,25,50
864,324,1,640,1,500,500
864,324,1,295,1,500,500
865,258,2,412,1,300,300
865,258,2,67,1,300,300
866,407,1,408,1,50,50
866,407,1,63,1,50,50
867,153,1,660,1,500,500
867,153,1,315,1,500,500
868,243,1,573,1,300,300
868,243,1,228,1,300,300
869,176,3,597,3,500,1500
869,176,3,252,3,500,1500
870,173,1,669,4,30,120
870,173,1,324,4,30,120
871,808,3,568,2,30,60
871,808,3,223,2,30,60
872,211,3,644,3,25,75
872,211,3,299,3,25,75
873,571,1,590,4,25,100
873,571,1,245,4,25,100
874,58,3,508,1,30,30
874,58,3,163,1,30,30
875,925,1,357,4,500,2000
875,925,1,12,4,500,2000
876,502,2,601,4,30,120
876,502,2,256,4,30,120
877,391,2,351,1,25,25
877,391,2,6,1,25,25
878,429,2,577,1,30,30
878,429,2,232,1,30,30
879,7,2,463,1,30,30
879,7,2,118,1,30,30
880,798,3,538,2,500,1000
880,798,3,193,2,500,1000
881,752,1,529,1,300,300
881,752,1,184,1,300,300
882,430,1,660,2,25,50
882,430,1,315,2,25,50
883,831,1,656,1,500,500
883,831,1,311,1,500,500
884,694,2,651,2,30,60
884,694,2,306,2,30,60
885,698,2,675,4,30,120
885,698,2,330,4,30,120
886,70,1,571,3,300,900
886,70,1,226,3,300,900
887,970,2,527,4,25,100
887,970,2,182,4,25,100
888,881,1,675,4,25,100
888,881,1,330,4,25,100
889,689,1,594,1,50,50
889,689,1,249,1,50,50
890,525,1,416,2,25,50
890,525,1,71,2,25,50
891,785,1,602,3,300,900
891,785,1,257,3,300,900
892,275,1,571,1,50,50
892,275,1,226,1,50,50
893,149,1,565,1,50,50
893,149,1,220,1,50,50
894,851,1,490,1,30,30
894,851,1,145,1,30,30
895,319,2,618,4,30,120
895,319,2,273,4,30,120
896,328,1,598,2,25,50
896,328,1,253,2,25,50
897,638,1,604,2,50,100
897,638,1,259,2,50,100
898,572,2,519,3,30,90
898,572,2,174,3,30,90
899,26,2,582,2,300,600
899,26,2,237,2,300,600
900,182,2,369,2,30,60
900,182,2,24,2,30,60
901,877,1,483,1,30,30
901,877,1,138,1,30,30
902,743,3,436,1,50,50
902,743,3,91,1,50,50
903,874,3,429,4,50,200
903,874,3,84,4,50,200
904,366,2,355,1,500,500
904,366,2,10,1,500,500
905,763,3,525,1,300,300
905,763,3,180,1,300,300
906,821,2,583,1,50,50
906,821,2,238,1,50,50
907,523,1,409,1,25,25
907,523,1,64,1,25,25
908,720,3,364,4,300,1200
908,720,3,19,4,300,1200
909,811,1,608,1,300,300
909,811,1,263,1,300,300
910,946,3,528,3,50,150
910,946,3,183,3,50,150
911,381,1,682,3,300,900
911,381,1,337,3,300,900
912,990,3,674,3,50,150
912,990,3,329,3,50,150
913,521,1,550,3,30,90
913,521,1,205,3,30,90
914,130,1,644,1,500,500
914,130,1,299,1,500,500
915,376,3,379,3,30,90
915,376,3,34,3,30,90
916,472,1,518,1,50,50
916,472,1,173,1,50,50
917,238,1,528,4,50,200
917,238,1,183,4,50,200
918,941,1,421,3,30,90
918,941,1,76,3,30,90
919,492,3,371,2,25,50
919,492,3,26,2,25,50
920,186,3,548,3,25,75
920,186,3,203,3,25,75
921,235,1,411,3,25,75
921,235,1,66,3,25,75
922,909,1,444,1,50,50
922,909,1,99,1,50,50
923,228,3,494,3,300,900
923,228,3,149,3,300,900
924,105,3,635,2,50,100
924,105,3,290,2,50,100
925,112,1,564,1,300,300
925,112,1,219,1,300,300
926,231,1,559,1,30,30
926,231,1,214,1,30,30
927,662,1,361,4,500,2000
927,662,1,16,4,500,2000
928,277,2,602,4,300,1200
928,277,2,257,4,300,1200
929,115,3,453,3,25,75
929,115,3,108,3,25,75
930,296,2,394,4,50,200
930,296,2,49,4,50,200
931,980,3,596,4,30,120
931,980,3,251,4,30,120
932,859,3,555,4,25,100
932,859,3,210,4,25,100
933,423,3,623,1,30,30
933,423,3,278,1,30,30
934,885,3,495,1,500,500
934,885,3,150,1,500,500
935,843,3,371,1,50,50
935,843,3,26,1,50,50
936,584,3,451,4,50,200
936,584,3,106,4,50,200
937,400,3,611,1,500,500
937,400,3,266,1,500,500
938,947,2,356,4,50,200
938,947,2,11,4,50,200
939,644,1,574,1,300,300
939,644,1,229,1,300,300
940,150,1,550,1,30,30
940,150,1,205,1,30,30
941,397,2,659,2,25,50
941,397,2,314,2,25,50
942,786,2,580,3,500,1500
942,786,2,235,3,500,1500
943,810,2,629,4,300,1200
943,810,2,284,4,300,1200
944,933,2,687,2,25,50
944,933,2,342,2,25,50
945,871,3,456,1,25,25
945,871,3,111,1,25,25
946,759,1,589,4,500,2000
946,759,1,244,4,500,2000
947,123,3,526,1,300,300
947,123,3,181,1,300,300
948,968,1,569,3,25,75
948,968,1,224,3,25,75
949,945,1,448,2,25,50
949,945,1,103,2,25,50
950,145,2,393,3,300,900
950,145,2,48,3,300,900
951,700,3,519,2,50,100
951,700,3,174,2,50,100
952,14,2,381,1,25,25
952,14,2,36,1,25,25
953,29,3,388,3,30,90
953,29,3,43,3,30,90
954,920,1,523,3,300,900
954,920,1,178,3,300,900
955,561,2,511,1,25,25
955,561,2,166,1,25,25
956,487,2,677,3,500,1500
956,487,2,332,3,500,1500
957,815,1,473,4,30,120
957,815,1,128,4,30,120
958,841,1,671,2,25,50
958,841,1,326,2,25,50
959,357,1,598,2,30,60
959,357,1,253,2,30,60
960,500,2,441,2,30,60
960,500,2,96,2,30,60
961,215,3,660,4,50,200
961,215,3,315,4,50,200
962,170,2,655,2,30,60
962,170,2,310,2,30,60
963,966,3,382,1,50,50
963,966,3,37,1,50,50
964,739,2,599,3,300,900
964,739,2,254,3,300,900
965,342,2,479,4,50,200
965,342,2,134,4,50,200
966,505,1,399,2,500,1000
966,505,1,54,2,500,1000
967,284,3,554,1,25,25
967,284,3,209,1,25,25
968,82,2,668,3,300,900
968,82,2,323,3,300,900
969,415,2,368,3,300,900
969,415,2,23,3,300,900
970,188,1,500,4,500,2000
970,188,1,155,4,500,2000
971,742,1,522,4,50,200
971,742,1,177,4,50,200
972,989,3,401,4,25,100
972,989,3,56,4,25,100
973,122,2,417,1,50,50
973,122,2,72,1,50,50
974,434,3,634,1,30,30
974,434,3,289,1,30,30
975,461,2,579,4,50,200
975,461,2,234,4,50,200
976,259,3,410,2,300,600
976,259,3,65,2,300,600
977,984,1,353,3,25,75
977,984,1,8,3,25,75
978,168,2,417,3,50,150
978,168,2,72,3,50,150
979,306,3,639,1,25,25
979,306,3,294,1,25,25
980,172,1,489,3,25,75
980,172,1,144,3,25,75
981,241,1,677,2,30,60
981,241,1,332,2,30,60
982,281,3,403,3,30,90
